X,Y,objectid,oa11cd,lad11cd,st_areasha,st_lengths
-4.18614417401765,50.403224933862,74179,E00076507,E06000026,44240.34729,1078.00022907117
-4.20049207655861,50.4025141684509,74180,E00076508,E06000026,74080.90272,2056.15117687087
-4.18377270107985,50.4037140927512,74181,E00076509,E06000026,41269.9461425,1219.03543039372
-4.1813399217487,50.4032724977789,74182,E00076510,E06000026,36586.9001355,1137.21305096414
-4.18332296613317,50.4017432697433,74183,E00076511,E06000026,36530.62229,1185.07450482339
-4.17993536080238,50.4019532712498,74184,E00076512,E06000026,42723.7762015,1290.97583170747
-4.19664865866375,50.4023911015213,74185,E00076513,E06000026,56623.1959,1707.71838467666
-4.18340787683779,50.4004011910486,74186,E00076514,E06000026,72879.3088085,1780.5640522812
-4.19164835499553,50.401565292977,74187,E00076515,E06000026,27119.1701645,737.089912411141
-4.19446607914045,50.4013293974292,74188,E00076516,E06000026,41982.150134,1248.54836939923
-4.1887872031915,50.4023098678023,74189,E00076517,E06000026,61491.14989,1572.3084856368
-4.18700171349926,50.3999054200857,74190,E00076518,E06000026,65956.8407615,1281.5743225918
-4.19289367164373,50.3998994592857,74191,E00076519,E06000026,76678.1634735,1379.46993056238
-4.19827872816489,50.3973948284796,74192,E00076520,E06000026,440725.3411285,4043.26176432305
-4.19761705684748,50.4007263764383,74193,E00076521,E06000026,53767.1820075,1627.08835995579
-4.18996163817179,50.3998217513088,74194,E00076522,E06000026,38152.596996,1091.80224267367
-4.1883781384957,50.3977565952364,74195,E00076523,E06000026,38293.0606835,1346.57023849064
-4.18689013525621,50.3961305875239,74196,E00076524,E06000026,165308.4001015,2493.70915434731
-4.18940897829517,50.3964352183078,74197,E00076525,E06000026,28619.0475305,881.896682213948
-4.19237029396516,50.3940490725287,74198,E00076526,E06000026,97528.719505,2165.70030124636
-4.1788966655365,50.4104572194011,74199,E00076527,E06000026,83687.682742,2046.93433771514
-4.17993371191772,50.4093224392285,74200,E00076528,E06000026,49611.2086675,1284.63333596022
-4.17186363749794,50.4089847806668,74201,E00076529,E06000026,111247.3408385,1778.27626673414
-4.18516837248842,50.40851341613,74202,E00076530,E06000026,65810.869212,1384.10811005587
-4.17508315062457,50.4088228827436,74203,E00076531,E06000026,103614.2377,2103.79074718701
-4.14364309871021,50.3647999821839,74204,E00076532,E06000026,89108.78571475,2112.56370709091
-4.14752922891361,50.3640466741597,74205,E00076534,E06000026,38647.69134025,1228.16872856415
-4.15356139908561,50.3735602656617,74206,E00076535,E06000026,17149.63318,800.003877704871
-4.15231628257298,50.3728856261225,74207,E00076536,E06000026,17142.8533995,892.786697253242
-4.16096577627826,50.3699333325516,74208,E00076537,E06000026,16518.4951095,725.490403199
-4.15871464018565,50.3630533130584,74209,E00076538,E06000026,146915.5504405,2032.52586468511
-4.15078373639119,50.3530557128572,74210,E00076539,E06000026,76035.304791,5144.60324286889
-4.14700829016201,50.3765484879744,74211,E00076540,E06000026,22747.9384215,799.782488214456
-4.14843829204099,50.3749702047554,74212,E00076541,E06000026,25670.4381,1263.7039425987
-4.14545763071437,50.3761182490609,74213,E00076542,E06000026,20407.7686885,739.462614657386
-4.14594072678164,50.3750947314842,74214,E00076543,E06000026,17931.83582,948.831428433282
-4.15118349430979,50.3760101355521,74215,E00076544,E06000026,55650.540433,1423.77592118825
-4.15692538283837,50.3737545510957,74216,E00076545,E06000026,104290.7273155,1916.72735299292
-4.14409516374944,50.3753573961486,74217,E00076546,E06000026,20881.2382875,707.874214570106
-4.1520107214748,50.3748073676168,74218,E00076547,E06000026,18563.3354425,835.217481245189
-4.14805227713802,50.3745764892848,74219,E00076548,E06000026,13359.720841,579.697899932542
-4.15085012762774,50.3740098560958,74220,E00076549,E06000026,19991.648502,864.313910699698
-4.15449278460825,50.3738783883054,74221,E00076550,E06000026,18684.749066,1012.80167848493
-4.14688627573618,50.3736093283601,74222,E00076551,E06000026,33849.9183345,1189.17994328259
-4.14930936899986,50.373266255898,74223,E00076552,E06000026,25880.011717,832.545631035872
-4.12958198223083,50.372738056767,74224,E00076553,E06000026,74490.293244,1600.49437881391
-4.15521676171112,50.3721288066069,74225,E00076554,E06000026,48031.2924195,1448.66361107182
-4.15078070957557,50.3725046083861,74226,E00076556,E06000026,19092.6844695,959.06456446483
-4.15379199876029,50.3715375724634,74227,E00076557,E06000026,11424.6379145,460.199278150818
-4.14887133784904,50.37112060261,74228,E00076558,E06000026,56967.3183355,1524.43890847003
-4.14228416043685,50.370087537473,74229,E00076559,E06000026,196194.301739,2455.07004472204
-4.15065913063197,50.3716602685128,74230,E00076560,E06000026,15532.72801,890.415182776566
-4.15226410796984,50.3699995017489,74231,E00076561,E06000026,63187.6011825,1599.81113958696
-4.15814572661982,50.3705182136997,74232,E00076563,E06000026,21542.4327815,744.010844539398
-4.13083618533446,50.371043215727,74233,E00076564,E06000026,59050.0561405,1540.74613024929
-4.16007551137542,50.3710081340468,74234,E00076565,E06000026,45817.665473,1344.2108691467
-4.15542971588002,50.3706041574805,74235,E00076566,E06000026,31920.2725975,1258.15631603551
